"beta","factor","rc.1","rc.2","rc.3","rc.4","rb.1","rb.2","rb.3","rb.4","rb.5"
1.46349849246231,-45.4393294304977,-1.00276490944932,-0.166788289145652,-0.0216936363635315,-0.000644924691824397,20.1308029277133,-2.86921397650777,-0.376455127237038,-0.060534849152313,-0.00464277245451706
1.472291959799,-45.8855517372446,-0.997535081659176,-0.166050279882554,-0.0215714692308237,-0.00063467760357483,19.9345045794211,-2.9193747846367,-0.380560933077964,-0.0613287066482915,-0.00474465038899723
1.48108542713568,-46.3672664326735,-0.992341193752876,-0.165314690469783,-0.0214493625364238,-0.000624425403767946,19.7489279182245,-2.97093455586719,-0.384710456657723,-0.0621302536494619,-0.00484812952082111
1.48987889447236,-46.8853782460675,-0.987182817008605,-0.164581492330087,-0.0213273128759093,-0.000614167533552276,19.5736350824735,-3.02395453364593,-0.388904286026536,-0.0629395440772741,-0.00495322304674749
1.49867236180905,-47.4409269696245,-0.982059529711483,-0.163850657419783,-0.0212053169682089,-0.000603903449820326,19.4082272541872,-3.07849973587897,-0.393143021235613,-0.063756632467579,-0.00505994417341713
1.50746582914573,-48.0350933525578,-0.976970917020643,-0.163122158221749,-0.0210833716534127,-0.000593632626336477,19.25234190774,-3.13463925798751,-0.397427274648127,-0.0645815739841439,-0.00516830611946746
1.51625929648241,-48.6692062848642,-0.971916570837461,-0.162395967737404,-0.0209614738911546,-0.000583354554391915,19.1056504009821,-3.1924466061997,-0.40175767125846,-0.0654144244320896,-0.00527832211761529
1.5250527638191,-49.3447513620629,-0.966896089693882,-0.161672059481922,-0.0208396207615623,-0.000573068741595569,18.9678558761085,-3.25200006476448,-0.406134849029323,-0.0662552402729145,-0.0053900054168373
1.53384623115578,-50.063380942141,-0.961909078615481,-0.160950407474674,-0.0207178094607171,-0.000562774714524608,18.8386914418974,-3.31338310109447,-0.410559459226823,-0.0671040786371737,-0.00550336928450129
1.54263969849246,-50.8269258398333,-0.956955149027723,-0.160230986236774,-0.0205960373021533,-0.000552472017218303,18.7179186155294,-3.37668481378206,-0.415032166784719,-0.067960997340842,-0.00561842700868367
